eta,total,MRR,AC@1,AC@3,AC@5,runtime_mean,runtime_source
0.25,1422,0.8768492254074184,0.8030942334739803,0.9444444444444444,0.9718706047819972,11.053630934599157,estimated_from_eta1_diagnostics
0.5,1422,0.8768492254074184,0.8030942334739803,0.9444444444444444,0.9718706047819972,11.053630934599157,estimated_from_eta1_diagnostics
1.0,1422,0.8768492254074184,0.8030942334739803,0.9444444444444444,0.9718706047819972,11.053630934599157,estimated_from_eta1_diagnostics
2.0,1422,0.8768492254074184,0.8030942334739803,0.9444444444444444,0.9718706047819972,11.053630934599157,estimated_from_eta1_diagnostics
