dataset,algorithm,total,error,runtime_mean,runtime_median,runtime_p95,MRR,AC@1,AC@3,AC@5
rcabench,crest_residual,1422,0,11.053630934599157,10.479434000000001,18.350400450000002,0.8870461311739444,0.8227848101265823,0.9444444444444444,0.9718706047819972
rcabench,crest,1422,0,9.9732192419128,9.487426500000002,16.347651300000003,0.8753255498331098,0.8002812939521801,0.9444444444444444,0.9718706047819972
rcabench,crest_local,1422,0,10.55746308368495,9.858251,19.107230800000004,0.824138253481518,0.7053445850914205,0.939521800281294,0.9676511954992968
rcabench,crest_nocf,1422,0,11.304127419831223,10.7795835,19.590830750000002,0.6646875924820983,0.490154711673699,0.8157524613220816,0.9360056258790436
rcabench,crest_metric_trace,1422,0,7.449606955696202,7.029971,12.2421255,0.818233390696751,0.7032348804500703,0.9324894514767933,0.969760900140647
rcabench,crest_trace,1422,0,7.427738118846695,7.073957500000001,12.719752100000001,0.7092427073991285,0.560478199718706,0.8368495077355836,0.9043600562587905
rcabench,cera,1422,0,9.673970789029536,9.3341525,16.20176135,0.9040323558885333,0.8502109704641351,0.9507735583684951,0.9760900140646976
